Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,Beds,Bed_Category
141341,Pana Community Hospital,101 E NINTH STREET,Pana,IL,62557,CHRISTIAN,2175622131,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"101 E NINTH STREET
PANA, IL
(39.380296, -89.084213)",30,Small
161319,Central Community Hospital,901 DAVIDSON STREET NW,Elkader,IA,52043,CLAYTON,5632457000,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"901 DAVIDSON STREET NW
ELKADER, IA
(42.859771, -91.414536)",30,Small
140133,Holy Cross Hospital,2701 W 68TH STREET,Chicago,IL,60629,COOK,7738849000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,1,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,"2701 W 68TH STREET
CHICAGO, IL
(41.770016, -87.691622)",200,Large
140010,Evanston Hospital,2650 RIDGE AVE,Evanston,IL,60201,COOK,8474328000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,"2650 RIDGE AVE
EVANSTON, IL
(42.0653, -87.683293)",200,Large
180050,Harlan Arh Hospital,81 BALL PARK ROAD,Harlan,KY,40831,HARLAN,6065738100,Acute Care Hospitals,Voluntary non-profit - Other,True,True,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,"81 BALL PARK ROAD
HARLAN, KY
(36.810183, -83.313105)",200,Large
201302,St Andrews Hospital,35 MILES STREET,Damariscotta,ME,4543,LINCOLN,2075631234,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"35 MILES STREET
DAMARISCOTTA, ME
(44.026199, -69.527164)",30,Small
161349,Virginia Gay Hospital,502 NORTH 9TH AVENUE,Vinton,IA,52349,BENTON,3194726200,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"502 NORTH 9TH AVENUE
VINTON, IA
(42.173674, -92.013385)",30,Small
141313,Mason District Hospital,"615 NORTH PROMENADE STREET,P O BOX 530",Havana,IL,62644,MASON,3095434431,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"615 NORTH PROMENADE STREET,P O BOX 530
HAVANA, IL
(40.305713, -90.056111)",30,Small
190046,Touro Infirmary,1401 FOUCHER STREET,New Orleans,LA,70115,ORLEANS,5048978247,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"1401 FOUCHER STREET
NEW ORLEANS, LA
(29.925391, -90.092915)",200,Large
150172,Physicians' Medical Center Llc,4023 REAS LN,New Albany,IN,47150,FLOYD,8122067660,Acute Care Hospitals,Physician,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"4023 REAS LN
NEW ALBANY, IN
(38.340032, -85.827064)",200,Large
140164,Memorial Hospital Of Carbondale,405 W JACKSON,Carbondale,IL,62902,JACKSON,6185490721,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"405 W JACKSON
CARBONDALE, IL
(37.728078, -89.218746)",200,Large
140208,Advocate Christ Hospital & Medical Center,4440 W 95TH STREET,Oak Lawn,IL,60453,COOK,7086848000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"4440 W 95TH STREET
OAK LAWN, IL
(41.720316, -87.732364)",200,Large
161366,Shenandoah Medical Center,300 PERSHING AVENUE,Shenandoah,IA,51601,PAGE,7122461230,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"300 PERSHING AVENUE
SHENANDOAH, IA
(40.753644, -95.368553)",30,Small
171304,Ashland Health Center,709 OAK STREET,Ashland,KS,67831,CLARK,6206352241,Critical Access Hospitals,Government - Hospital District or Authority,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"709 OAK STREET
ASHLAND, KS
(37.189446, -99.771884)",30,Small
150046,Terre Haute Regional Hospital,3901 S SEVENTH ST,Terre Haute,IN,47802,VIGO,8122320021,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"3901 S SEVENTH ST
TERRE HAUTE, IN
(39.419624, -87.406837)",200,Large
141320,Paris Community Hospital,721 E COURT STREET,Paris,IL,61944,EDGAR,2174654141,Critical Access Hospitals,Voluntary non-profit - Other,False,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,"721 E COURT STREET
PARIS, IL
(39.606712, -87.678311)",30,Small
161311,Hawarden Regional Healthcare,1111 11TH STREET,Hawarden,IA,51023,SIOUX,7125513100,Critical Access Hospitals,Government - Local,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1111 11TH STREET
HAWARDEN, IA
(42.998008, -96.479427)",30,Small
190098,University Health Shreveport,1541 KINGS HIGHWAY,Shreveport,LA,71103,CADDO,3186755000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"1541 KINGS HIGHWAY
SHREVEPORT, LA
(32.481791, -93.76159)",200,Large
